This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201904 CRSP database.,,,,,,,,,,,
The 1-month TBill return is from Ibbotson and Associates, Inc.,,,,,,,,,,
,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
20050714,0.14,-0.76,-0.44,-0.5,-0.01,0.012,0.139902091,-0.762902716,-0.440970849,-0.501254182,-0.0100005
20050715,0.12,-0.03,-0.03,-0.12,0.05,0.012,0.119928058,-0.030004501,-0.030004501,-0.120072058,0.049987504
20050718,-0.55,-0.18,0.1,-0.12,0.23,0.012,-0.551518069,-0.180162195,0.099950033,-0.120072058,0.229735905
20050719,0.75,0.81,-0.11,-0.14,-0.12,0.012,0.747201484,0.806737108,-0.110060544,-0.140098092,-0.120072058
20050720,0.54,0.8,-0.26,0.07,-0.07,0.012,0.538547228,0.796816965,-0.260338587,0.069975511,-0.070024511
20050721,-0.74,-0.61,0.15,-0.32,-0.29,0.012,-0.742751583,-0.611868101,0.149887612,-0.320513095,-0.290421315
20050722,0.57,1,0.54,0.46,-0.1,0.012,0.568381647,0.995033085,0.538547228,0.458945233,-0.100050033
20050725,-0.47,-0.48,0.13,-0.02,-0.03,0.012,-0.471107973,-0.4811557,0.129915573,-0.020002,-0.030004501
20050726,0.21,0.27,0.23,-0.37,0.34,0.012,0.209779808,0.269636155,0.229735905,-0.370686193,0.339423307
20050727,0.43,-0.37,-0.04,0,-0.09,0.012,0.429078142,-0.370686193,-0.040008002,0,-0.090040524
20050728,0.67,0.51,-0.18,0.15,-0.25,0.012,0.667765475,0.508703905,-0.180162195,0.149887612,-0.250313022
20050729,-0.66,0.27,0.12,-0.19,-0.03,0.012,-0.662187631,0.269636155,0.119928058,-0.190180729,-0.030004501
20050801,0.15,0.28,-0.12,-0.1,-0.16,0.013,0.149887612,0.27960873,-0.120072058,-0.100050033,-0.160128137
20050802,0.7,0,0.11,-0.26,0.04,0.013,0.697561374,0,0.109939544,-0.260338587,0.039992002
20050803,-0.02,-0.67,-0.04,-0.32,0.03,0.013,-0.020002,-0.672254576,-0.040008002,-0.320513095,0.029995501
20050804,-0.82,-0.78,0.35,-0.09,0.05,0.013,-0.823380493,-0.783057912,0.349388925,-0.090040524,0.049987504
20050805,-0.81,-0.34,-0.02,-0.23,0.2,0.013,-0.813298323,-0.340579313,-0.020002,-0.230264906,0.199800266
20050808,-0.32,0.04,0.25,0.43,0.07,0.013,-0.320513095,0.039992002,0.24968802,0.429078142,0.069975511
20050809,0.55,-0.56,-0.07,-0.32,-0.02,0.013,0.548493023,-0.561573879,-0.070024511,-0.320513095,-0.020002
20050810,-0.13,0.12,0.16,0.3,-0.19,0.013,-0.130084573,0.119928058,0.159872136,0.299550898,-0.190180729
20050811,0.71,0.16,-0.08,-0.25,-0.15,0.013,0.707491367,0.159872136,-0.080032017,-0.250313022,-0.150112613
20050812,-0.57,-0.33,0.11,0.08,-0.01,0.013,-0.5716307,-0.330545701,0.109939544,0.079968017,-0.0100005
20050815,0.3,0.44,-0.13,-0.22,-0.02,0.013,0.299550898,0.43903483,-0.130084573,-0.220242356,-0.020002
20050816,-1.22,-0.46,0.17,-0.26,0.02,0.013,-1.227503088,-0.461061256,0.169855664,-0.260338587,0.019998
20050817,0.05,-0.09,-0.06,-0.63,0.32,0.013,0.049987504,-0.090040524,-0.060018007,-0.631992874,0.31948909
20050818,-0.15,-0.37,0.05,0.08,-0.03,0.013,-0.150112613,-0.370686193,0.049987504,0.079968017,-0.030004501
20050819,0.07,0.15,0.17,0.18,0.09,0.013,0.069975511,0.149887612,0.169855664,0.179838194,0.089959524
20050822,0.19,0.49,0.15,-0.04,0.12,0.013,0.189819728,0.488803407,0.149887612,-0.040008002,0.119928058
20050823,-0.31,-0.03,0.01,-0.34,0.13,0.013,-0.310481495,-0.030004501,0.0099995,-0.340579313,0.129915573
20050824,-0.56,0.49,0.12,0.03,0.02,0.013,-0.561573879,0.488803407,0.119928058,0.029995501,0.019998
20050825,0.21,0.11,0.2,-0.2,0.06,0.013,0.209779808,0.109939544,0.199800266,-0.200200267,0.059982007
20050826,-0.66,-0.62,-0.1,-0.24,0.12,0.013,-0.662187631,-0.621929981,-0.100050033,-0.240288462,0.119928058
20050829,0.65,0.36,-0.22,0.09,-0.02,0.013,0.64789661,0.359353551,-0.220242356,0.089959524,-0.020002
20050830,-0.31,0.01,0.34,-0.12,0.16,0.013,-0.310481495,0.0099995,0.339423307,-0.120072058,0.159872136
20050831,1.1,0.75,-0.06,0.23,-0.35,0.013,1.093994004,0.747201484,-0.060018007,0.229735905,-0.350613933
20050901,0.13,0.11,0.25,0.4,-0.13,0.014,0.129915573,0.109939544,0.24968802,0.399202127,-0.130084573
20050902,-0.36,-0.34,-0.01,-0.09,0.04,0.014,-0.360649559,-0.340579313,-0.0100005,-0.090040524,0.039992002
20050906,1.22,0.27,-0.49,0.19,-0.1,0.014,1.21261798,0.269636155,-0.491204436,0.189819728,-0.100050033
20050907,0.3,0.12,-0.14,0.05,0.02,0.014,0.299550898,0.119928058,-0.140098092,0.049987504,0.019998
20050908,-0.4,-0.13,-0.05,-0.15,0.13,0.014,-0.40080214,-0.130084573,-0.050012504,-0.150112613,0.129915573
20050909,0.73,-0.06,0.13,0.16,-0.13,0.014,0.727348397,-0.060018007,0.129915573,0.159872136,-0.130084573
20050912,0,0.46,-0.34,-0.21,-0.14,0.014,0,0.458945233,-0.340579313,-0.210220809,-0.140098092
20050913,-0.76,-0.25,0.13,-0.42,-0.01,0.014,-0.762902716,-0.250313022,0.129915573,-0.420884477,-0.0100005
20050914,-0.44,-0.59,0.42,0.25,0.11,0.014,-0.440970849,-0.591747376,0.419120462,0.24968802,0.109939544
20050915,-0.02,-0.21,0.3,0.17,0.04,0.014,-0.020002,-0.210220809,0.299550898,0.169855664,0.039992002
20050916,0.72,0.21,-0.1,0.19,-0.04,0.014,0.717420375,0.209779808,-0.100050033,0.189819728,-0.040008002
20050919,-0.55,-0.08,0.22,0.32,-0.21,0.014,-0.551518069,-0.080032017,0.219758354,0.31948909,-0.210220809
20050920,-0.78,-0.15,0.04,-0.4,0.06,0.014,-0.783057912,-0.150112613,0.039992002,-0.40080214,0.059982007
20050921,-1.03,-0.44,0.3,0.63,-0.13,0.014,-1.035341208,-0.440970849,0.299550898,0.628023796,-0.130084573
20050922,0.3,-0.09,-0.23,0.61,-0.19,0.014,0.299550898,-0.090040524,-0.230264906,0.608147032,-0.190180729
20050923,0.15,0.5,0.19,-0.47,0.06,0.014,0.149887612,0.498754151,0.189819728,-0.471107973,0.059982007
20050926,0.12,0.58,0.06,0.04,-0.2,0.014,0.119928058,0.578324476,0.059982007,0.039992002,-0.200200267
20050927,-0.02,-0.09,-0.08,-0.08,-0.17,0.014,-0.020002,-0.090040524,-0.080032017,-0.080032017,-0.170144664
20050928,0.06,-0.55,0.27,-0.07,0.13,0.014,0.059982007,-0.551518069,0.269636155,-0.070024511,0.129915573
20050929,0.92,0.23,0.04,-0.23,-0.01,0.014,0.915793778,0.229735905,0.039992002,-0.230264906,-0.0100005
20050930,0.2,0.24,-0.17,-0.4,0.24,0.014,0.199800266,0.23971246,-0.170144664,-0.40080214,0.23971246
20051003,0,0.47,0.02,-0.1,-0.06,0.013,0,0.468898949,0.019998,-0.100050033,-0.060018007
20051004,-0.97,0.13,-0.19,-0.47,0.18,0.013,-0.974735145,0.129915573,-0.190180729,-0.471107973,0.179838194
20051005,-1.63,-1.1,-0.25,-0.2,-0.17,0.013,-1.643430646,-1.106094736,-0.250313022,-0.200200267,-0.170144664
20051006,-0.57,-0.42,0.11,0.1,-0.08,0.013,-0.5716307,-0.420884477,0.109939544,0.099950033,-0.080032017
20051007,0.42,0.39,0.25,0.21,-0.12,0.013,0.419120462,0.389241472,0.24968802,0.209779808,-0.120072058
20051010,-0.73,-0.11,-0.22,-0.06,-0.12,0.013,-0.732677539,-0.110060544,-0.220242356,-0.060018007,-0.120072058
20051011,-0.33,-0.88,0.14,0.84,-0.19,0.013,-0.330545701,-0.883894867,0.139902091,0.836491633,-0.190180729
20051012,-0.79,-0.61,0.1,-0.03,0.01,0.013,-0.793137033,-0.611868101,0.099950033,-0.030004501,0.0099995
20051013,-0.09,0.31,-0.55,-0.79,-0.09,0.013,-0.090040524,0.309520491,-0.551518069,-0.793137033,-0.090040524
20051014,0.92,0.51,-0.1,-0.07,-0.15,0.013,0.915793778,0.508703905,-0.100050033,-0.070024511,-0.150112613
20051017,0.29,-0.27,0.11,0.2,-0.16,0.013,0.289580311,-0.270365157,0.109939544,0.199800266,-0.160128137
20051018,-1.03,-0.14,-0.13,-0.49,0.25,0.013,-1.035341208,-0.140098092,-0.130084573,-0.491204436,0.24968802
20051019,1.45,0.41,-0.19,-0.02,-0.41,0.013,1.439588028,0.40916179,-0.190180729,-0.020002,-0.410842804
20051020,-1.44,-0.09,-0.37,-0.32,0,0.013,-1.45046862,-0.090040524,-0.370686193,-0.320513095,0
20051021,0.32,0.43,0.24,0.2,-0.32,0.013,0.31948909,0.429078142,0.23971246,0.199800266,-0.320513095
20051024,1.7,0.25,0.29,0.08,-0.09,0.013,1.685711707,0.24968802,0.289580311,0.079968017,-0.090040524
20051025,-0.3,-0.22,0.09,0.51,-0.21,0.013,-0.300450902,-0.220242356,0.089959524,0.508703905,-0.210220809
20051026,-0.46,-0.19,0.18,-0.28,0.09,0.013,-0.461061256,-0.190180729,0.179838194,-0.280392733,0.089959524
20051027,-1.24,-1.01,0.42,-0.18,0.33,0.013,-1.247752151,-1.015135106,0.419120462,-0.180162195,0.329456695
20051028,1.55,-0.03,0.26,0.53,0.09,0.013,1.538110204,-0.030004501,0.259662585,0.528600443,0.089959524
20051031,0.96,0.8,0.04,-0.21,-0.06,0.013,0.95542128,0.796816965,0.039992002,-0.210220809,-0.060018007
20051101,-0.27,-0.16,0.39,-0.09,-0.35,0.015,-0.270365157,-0.160128137,0.389241472,-0.090040524,-0.350613933
20051102,1.15,0.87,0,-0.03,-0.07,0.015,1.143437763,0.866237308,0,-0.030004501,-0.070024511
20051103,0.43,-0.11,-0.18,-0.05,-0.28,0.015,0.429078142,-0.110060544,-0.180162195,-0.050012504,-0.280392733
20051104,0.01,-0.04,-0.28,-0.24,0.05,0.015,0.0099995,-0.040008002,-0.280392733,-0.240288462,0.049987504
20051107,0.25,0.22,-0.05,-0.16,0.03,0.015,0.24968802,0.219758354,-0.050012504,-0.160128137,0.029995501
20051108,-0.37,-0.32,-0.04,0.07,-0.04,0.015,-0.370686193,-0.320513095,-0.040008002,0.069975511,-0.040008002
20051109,0.15,0.25,-0.02,-0.04,0.07,0.015,0.149887612,0.24968802,-0.020002,-0.040008002,0.069975511
20051110,0.8,-0.16,-0.59,-0.08,-0.29,0.015,0.796816965,-0.160128137,-0.591747376,-0.080032017,-0.290421315
20051111,0.27,-0.01,-0.12,0.12,-0.21,0.015,0.269636155,-0.0100005,-0.120072058,0.119928058,-0.210220809
20051114,-0.1,-0.32,0.06,-0.07,0.07,0.015,-0.100050033,-0.320513095,0.059982007,-0.070024511,0.069975511
20051115,-0.49,-0.72,-0.17,-0.06,-0.11,0.015,-0.491204436,-0.722604509,-0.170144664,-0.060018007,-0.110060544
20051116,0.11,-0.36,0,0.19,-0.25,0.015,0.109939544,-0.360649559,0,0.189819728,-0.250313022
20051117,1.06,0.67,-0.09,-0.38,0.04,0.015,1.054421388,0.667765475,-0.090040524,-0.380723834,0.039992002
20051118,0.43,0.32,-0.16,-0.02,0.14,0.015,0.429078142,0.31948909,-0.160128137,-0.020002,0.139902091
20051121,0.6,0.4,-0.35,0.19,-0.27,0.015,0.598207168,0.399202127,-0.350613933,0.189819728,-0.270365157
20051122,0.48,-0.01,-0.01,0.32,-0.03,0.015,0.478851673,-0.0100005,-0.0100005,0.31948909,-0.030004501
20051123,0.31,-0.3,0.22,-0.05,0.1,0.015,0.309520491,-0.300450902,0.219758354,-0.050012504,0.099950033
20051125,0.18,-0.12,-0.08,0.14,0.01,0.015,0.179838194,-0.120072058,-0.080032017,0.139902091,0.0099995
20051128,-1.01,-0.73,0.21,-0.18,0.15,0.015,-1.015135106,-0.732677539,0.209779808,-0.180162195,0.149887612
20051129,0.01,0.31,0.28,0.14,0.08,0.015,0.0099995,0.309520491,0.27960873,0.139902091,0.079968017
20051130,-0.43,1.11,-0.16,-0.27,0.03,0.015,-0.430927159,1.103884712,-0.160128137,-0.270365157,0.029995501
20051201,1.27,0.54,0.13,-0.04,0.12,0.015,1.262003136,0.538547228,0.129915573,-0.040008002,0.119928058
20051202,0.05,0.08,-0.14,0.15,-0.01,0.015,0.049987504,0.079968017,-0.140098092,0.149887612,-0.0100005
20051205,-0.3,-0.17,0.08,0.29,-0.18,0.015,-0.300450902,-0.170144664,0.079968017,0.289580311,-0.180162195
20051206,0.12,0.05,0.06,-0.01,-0.17,0.015,0.119928058,0.049987504,0.059982007,-0.0100005,-0.170144664
20051207,-0.49,-0.12,0.06,-0.14,0.1,0.015,-0.491204436,-0.120072058,0.059982007,-0.140098092,0.099950033
20051208,-0.03,0.29,0.07,-0.01,-0.02,0.015,-0.030004501,0.289580311,0.069975511,-0.0100005,-0.020002
20051209,0.27,0.2,0.05,-0.22,0.21,0.015,0.269636155,0.199800266,0.049987504,-0.220242356,0.209779808
20051212,0.1,0.09,-0.05,0.14,0.06,0.015,0.099950033,0.089959524,-0.050012504,0.139902091,0.059982007
20051213,0.44,-0.55,-0.21,0.36,-0.23,0.015,0.43903483,-0.551518069,-0.210220809,0.359353551,-0.230264906
20051214,0.34,-0.18,0.08,0.62,-0.05,0.015,0.339423307,-0.180162195,0.079968017,0.618085908,-0.050012504
20051215,-0.23,-0.59,-0.37,-0.11,0.08,0.015,-0.230264906,-0.591747376,-0.370686193,-0.110060544,0.079968017
20051216,-0.29,0.02,-0.04,-0.19,0.02,0.015,-0.290421315,0.019998,-0.040008002,-0.190180729,0.019998
20051219,-0.73,-0.76,0.28,0.11,-0.1,0.015,-0.732677539,-0.762902716,0.27960873,0.109939544,-0.100050033
20051220,-0.02,0.01,0.01,0.13,-0.02,0.015,-0.020002,0.0099995,0.0099995,0.129915573,-0.020002
20051221,0.33,0.68,-0.35,-0.08,-0.06,0.015,0.329456695,0.677698428,-0.350613933,-0.080032017,-0.060018007
20051222,0.45,0.09,-0.02,-0.43,0.14,0.015,0.448990527,0.089959524,-0.020002,-0.430927159,0.139902091
20051223,0.08,0.27,0,-0.08,0.1,0.015,0.079968017,0.269636155,0,-0.080032017,0.099950033
20051227,-1,-0.44,0.16,-0.23,0.13,0.015,-1.005033585,-0.440970849,0.159872136,-0.230264906,0.129915573
20051228,0.19,0.39,0.12,0.09,-0.09,0.015,0.189819728,0.389241472,0.119928058,0.089959524,-0.090040524
20051229,-0.27,0,0.21,-0.15,0.07,0.015,-0.270365157,0,0.209779808,-0.150112613,0.069975511
20051230,-0.5,-0.16,0.26,-0.08,0.09,0.015,-0.501254182,-0.160128137,0.259662585,-0.080032017,0.089959524
20060103,1.5,-0.14,0.13,0.25,-0.32,0.017,1.488861249,-0.140098092,0.129915573,0.24968802,-0.320513095
20060104,0.46,0.3,0.03,-0.47,0.3,0.017,0.458945233,0.299550898,0.029995501,-0.471107973,0.299550898
20060105,0.03,0.24,-0.14,-0.48,0.17,0.017,0.029995501,0.23971246,-0.140098092,-0.4811557,0.169855664
20060106,0.92,0.09,-0.23,0.01,0.14,0.017,0.915793778,0.089959524,-0.230264906,0.0099995,0.139902091
20060109,0.45,0.52,-0.09,0.03,-0.06,0.017,0.448990527,0.518652669,-0.090040524,0.029995501,-0.060018007
20060110,0.05,0.59,0.02,-0.2,-0.13,0.017,0.049987504,0.588266316,0.019998,-0.200200267,-0.130084573
20060111,0.28,-0.29,-0.11,-0.41,0.13,0.017,0.27960873,-0.290421315,-0.110060544,-0.410842804,0.129915573
20060112,-0.65,0.08,-0.03,-0.1,0.06,0.017,-0.652121699,0.079968017,-0.030004501,-0.100050033,0.059982007
20060113,0.17,0.16,0.06,0.04,-0.04,0.017,0.169855664,0.159872136,0.059982007,0.039992002,-0.040008002
20060117,-0.4,-0.24,0.22,0.39,-0.27,0.017,-0.40080214,-0.240288462,0.219758354,0.389241472,-0.270365157
20060118,-0.35,0.4,0.3,-0.35,0.21,0.017,-0.350613933,0.399202127,0.299550898,-0.350613933,0.209779808
20060119,0.63,0.95,-0.08,0.02,0.13,0.017,0.628023796,0.945515877,-0.080032017,0.019998,0.129915573
20060120,-1.8,0.49,0.51,0.29,0.27,0.017,-1.816397063,0.488803407,0.508703905,0.289580311,0.269636155
20060123,0.18,0.27,0.43,0.31,-0.2,0.017,0.179838194,0.269636155,0.429078142,0.309520491,-0.200200267
20060124,0.44,1.02,0.16,-0.11,-0.04,0.017,0.43903483,1.014833105,0.159872136,-0.110060544,-0.040008002
20060125,-0.22,-0.04,-0.11,-0.12,-0.1,0.017,-0.220242356,-0.040008002,-0.110060544,-0.120072058,-0.100050033
20060126,0.79,0.87,0.04,0.02,-0.02,0.017,0.786895838,0.866237308,0.039992002,0.019998,-0.020002
20060127,0.67,-0.2,-0.17,0.02,-0.34,0.017,0.667765475,-0.200200267,-0.170144664,0.019998,-0.340579313
20060130,0.1,-0.18,0.21,0.05,-0.03,0.017,0.099950033,-0.180162195,0.209779808,0.049987504,-0.030004501
20060131,-0.21,0.59,-0.03,-0.06,-0.35,0.017,-0.210220809,0.588266316,-0.030004501,-0.060018007,-0.350613933
20060201,0.14,0.08,0.05,-0.48,0.39,0.018,0.139902091,0.079968017,0.049987504,-0.4811557,0.389241472
20060202,-0.88,-0.24,-0.06,0.21,0.03,0.018,-0.883894867,-0.240288462,-0.060018007,0.209779808,0.029995501
20060203,-0.51,0.25,0.01,-0.07,-0.02,0.018,-0.511304939,0.24968802,0.0099995,-0.070024511,-0.020002
20060206,0.1,0.38,0.5,0.3,-0.01,0.018,0.099950033,0.379279824,0.498754151,0.299550898,-0.0100005
20060207,-0.92,-0.55,-0.22,-0.4,0.43,0.018,-0.924258137,-0.551518069,-0.220242356,-0.40080214,0.429078142
20060208,0.77,-0.32,-0.09,-0.16,0.39,0.018,0.76705063,-0.320513095,-0.090040524,-0.160128137,0.389241472
20060209,-0.19,-0.22,-0.27,-0.15,0.37,0.018,-0.190180729,-0.220242356,-0.270365157,-0.150112613,0.369317184
20060210,0.15,-0.38,-0.05,0.04,0.06,0.018,0.149887612,-0.380723834,-0.050012504,0.039992002,0.059982007
20060213,-0.47,-0.47,0.14,0.06,0.17,0.018,-0.471107973,-0.471107973,0.139902091,0.059982007,0.169855664
20060214,1.01,0.22,-0.11,-0.16,-0.01,0.018,1.004933585,0.219758354,-0.110060544,-0.160128137,-0.0100005
20060215,0.41,0.36,-0.47,0.01,-0.07,0.018,0.40916179,0.359353551,-0.471107973,0.0099995,-0.070024511
20060216,0.75,0.11,0.22,0.17,0.06,0.018,0.747201484,0.109939544,0.219758354,0.169855664,0.059982007
20060217,-0.16,0.02,0.36,0.06,0.17,0.018,-0.160128137,0.019998,0.359353551,0.059982007,0.169855664
20060221,-0.38,-0.13,0.14,0.51,-0.25,0.018,-0.380723834,-0.130084573,0.139902091,0.508703905,-0.250313022
20060222,0.73,0,-0.04,-0.33,-0.15,0.018,0.727348397,0,-0.040008002,-0.330545701,-0.150112613
20060223,-0.29,0.18,-0.22,0.03,0.07,0.018,-0.290421315,0.179838194,-0.220242356,0.029995501,0.069975511
20060224,0.19,0.37,0.17,-0.04,-0.03,0.018,0.189819728,0.369317184,0.169855664,-0.040008002,-0.030004501
20060227,0.4,0.11,-0.36,-0.35,0.3,0.018,0.399202127,0.109939544,-0.360649559,-0.350613933,0.299550898
20060228,-1.1,-0.19,0.07,0.02,0.12,0.018,-1.106094736,-0.190180729,0.069975511,0.019998,0.119928058
20060301,0.9,0.6,-0.04,-0.38,0.39,0.016,0.895974137,0.598207168,-0.040008002,-0.380723834,0.389241472
20060302,-0.16,-0.02,0.05,0.05,0.02,0.016,-0.160128137,-0.020002,0.049987504,0.049987504,0.019998
20060303,-0.15,-0.02,0.07,0.09,0.03,0.016,-0.150112613,-0.020002,0.069975511,0.089959524,0.029995501
20060306,-0.75,-0.27,-0.14,-0.15,-0.05,0.016,-0.752826642,-0.270365157,-0.140098092,-0.150112613,-0.050012504
20060307,-0.4,-1.08,0.05,-0.02,-0.2,0.016,-0.40080214,-1.085874333,0.049987504,-0.020002,-0.200200267
20060308,0.14,-0.08,0.06,0.01,-0.03,0.016,0.139902091,-0.080032017,0.059982007,0.0099995,-0.030004501
20060309,-0.51,0.03,0.29,0.02,0.14,0.016,-0.511304939,0.029995501,0.289580311,0.019998,0.139902091
20060310,0.69,0.39,0.03,0.21,0.06,0.016,0.687630394,0.389241472,0.029995501,0.209779808,0.059982007
20060313,0.24,0.04,0.1,0.06,-0.09,0.016,0.23971246,0.039992002,0.099950033,0.059982007,-0.090040524
20060314,1,0.03,-0.03,0.18,-0.22,0.016,0.995033085,0.029995501,-0.030004501,0.179838194,-0.220242356
20060315,0.48,0.38,0.15,-0.22,0.33,0.016,0.478851673,0.379279824,0.149887612,-0.220242356,0.329456695
20060316,0.11,-0.1,0.31,0.17,0.03,0.016,0.109939544,-0.100050033,0.309520491,0.169855664,0.029995501
20060317,0.18,0.06,-0.32,-0.1,-0.04,0.016,0.179838194,0.059982007,-0.320513095,-0.100050033,-0.040008002
20060320,-0.07,0.1,-0.32,-0.29,-0.13,0.016,-0.070024511,0.099950033,-0.320513095,-0.290421315,-0.130084573
20060321,-0.69,-0.49,-0.1,0.34,-0.17,0.016,-0.692391507,-0.491204436,-0.100050033,0.339423307,-0.170144664
20060322,0.62,0.5,0.12,0.32,-0.15,0.016,0.618085908,0.498754151,0.119928058,0.31948909,-0.150112613
20060323,-0.18,0.59,-0.01,0.27,-0.02,0.016,-0.180162195,0.588266316,-0.0100005,0.269636155,-0.020002
20060324,0.22,0.67,0.2,-0.15,-0.13,0.016,0.219758354,0.667765475,0.199800266,-0.150112613,-0.130084573
20060327,-0.07,0.17,0.25,0.07,-0.05,0.016,-0.070024511,0.169855664,0.24968802,0.069975511,-0.050012504
20060328,-0.61,0.28,-0.08,0.18,-0.13,0.016,-0.611868101,0.27960873,-0.080032017,0.179838194,-0.130084573
20060329,0.87,0.82,0.14,-0.19,0.19,0.016,0.866237308,0.816656267,0.139902091,-0.190180729,0.189819728
20060330,-0.16,0.09,-0.16,-0.3,-0.21,0.016,-0.160128137,0.089959524,-0.160128137,-0.300450902,-0.210220809
20060331,-0.23,0.71,-0.04,-0.19,-0.07,0.016,-0.230264906,0.707491367,-0.040008002,-0.190180729,-0.070024511
20060403,0.07,-0.84,0.69,0.17,0.23,0.019,0.069975511,-0.843547882,0.687630394,0.169855664,0.229735905
20060404,0.54,-0.21,0.13,0.19,-0.3,0.019,0.538547228,-0.210220809,0.129915573,0.189819728,-0.300450902
20060405,0.42,0.03,0.25,-0.06,0.08,0.019,0.419120462,0.029995501,0.24968802,-0.060018007,0.079968017
20060406,-0.15,0.17,0.01,-0.18,-0.15,0.019,-0.150112613,0.169855664,0.0099995,-0.180162195,-0.150112613
20060407,-1.02,-0.14,-0.17,0.02,0.06,0.019,-1.025237646,-0.140098092,-0.170144664,0.019998,0.059982007
20060410,-0.02,-0.34,0.05,0.62,-0.13,0.019,-0.020002,-0.340579313,0.049987504,0.618085908,-0.130084573
20060411,-0.83,-0.66,0.02,0.25,-0.08,0.019,-0.833463679,-0.662187631,0.019998,0.24968802,-0.080032017
20060412,0.19,0.57,-0.03,-0.27,0.15,0.019,0.189819728,0.568381647,-0.030004501,-0.270365157,0.149887612
20060413,0.12,0.37,-0.14,-0.23,0.22,0.019,0.119928058,0.369317184,-0.140098092,-0.230264906,0.219758354
20060417,-0.28,0.12,0.3,0.59,-0.22,0.019,-0.280392733,0.119928058,0.299550898,0.588266316,-0.220242356
20060418,1.71,0.71,0.07,0.04,0.03,0.019,1.695544065,0.707491367,0.069975511,0.039992002,0.029995501
20060419,0.33,0.9,0.07,-0.07,-0.35,0.019,0.329456695,0.895974137,0.069975511,-0.070024511,-0.350613933
20060420,0.01,-0.52,0.04,-0.04,0.32,0.019,0.0099995,-0.521356705,0.039992002,-0.040008002,0.31948909
20060421,-0.1,-0.14,0.3,0.29,-0.21,0.019,-0.100050033,-0.140098092,0.299550898,0.289580311,-0.210220809
20060424,-0.3,-0.46,0.12,-0.32,-0.1,0.019,-0.300450902,-0.461061256,0.119928058,-0.320513095,-0.100050033
20060425,-0.44,0.4,0.01,-0.02,0.19,0.019,-0.440970849,0.399202127,0.0099995,-0.020002,0.189819728
20060426,0.2,-0.14,0.28,-0.26,0.04,0.019,0.199800266,-0.140098092,0.27960873,-0.260338587,0.039992002
20060427,0.24,-0.93,0,-0.18,0.16,0.019,0.23971246,-0.9343515,0,-0.180162195,0.159872136
20060428,0.05,0.36,0.52,0.65,-0.14,0.019,0.049987504,0.359353551,0.518652669,0.64789661,-0.140098092
20060501,-0.41,0.01,0.47,-0.05,0.16,0.02,-0.410842804,0.0099995,0.468898949,-0.050012504,0.159872136
20060502,0.54,0.26,0.57,0.3,0.19,0.02,0.538547228,0.259662585,0.568381647,0.299550898,0.189819728
20060503,-0.31,0.39,0.07,-0.11,0.18,0.02,-0.310481495,0.389241472,0.069975511,-0.110060544,0.179838194
20060504,0.37,0.52,-0.24,-0.15,0.1,0.02,0.369317184,0.518652669,-0.240288462,-0.150112613,0.099950033
20060505,1.04,-0.27,-0.02,0.04,-0.09,0.02,1.034629205,-0.270365157,-0.020002,0.039992002,-0.090040524
20060508,-0.05,0.04,0.09,0.02,0.19,0.02,-0.050012504,0.039992002,0.089959524,0.019998,0.189819728
20060509,-0.01,-0.14,0.2,0.06,-0.07,0.02,-0.0100005,-0.140098092,0.199800266,0.059982007,-0.070024511
20060510,-0.2,-0.5,0.54,0.08,-0.23,0.02,-0.200200267,-0.501254182,0.538547228,0.079968017,-0.230264906
20060511,-1.35,-1.03,0.23,0.38,0.09,0.02,-1.359195352,-1.035341208,0.229735905,0.379279824,0.089959524
20060512,-1.26,-0.79,-0.08,-0.15,0.31,0.02,-1.268005316,-0.793137033,-0.080032017,-0.150112613,0.309520491
20060515,0.04,-0.96,-0.29,0.38,-0.06,0.02,0.039992002,-0.964637705,-0.290421315,0.379279824,-0.060018007
20060516,-0.12,0.12,0.35,0.1,-0.29,0.02,-0.120072058,0.119928058,0.349388925,0.099950033,-0.290421315
20060517,-1.66,0.09,0.16,-0.14,0.15,0.02,-1.6739324,0.089959524,0.159872136,-0.140098092,0.149887612
20060518,-0.69,-0.33,0.13,0.05,0.24,0.02,-0.692391507,-0.330545701,0.129915573,0.049987504,0.23971246
20060519,0.38,0.12,0,-0.04,0.38,0.02,0.379279824,0.119928058,0,-0.040008002,0.379279824
20060522,-0.55,-0.74,0.24,0.03,0.05,0.02,-0.551518069,-0.742751583,0.23971246,0.029995501,0.049987504
20060523,-0.44,0.07,-0.01,0.22,-0.26,0.02,-0.440970849,0.069975511,-0.0100005,0.219758354,-0.260338587
20060524,0.03,-0.13,-0.14,-0.09,0.04,0.02,0.029995501,-0.130084573,-0.140098092,-0.090040524,0.039992002
20060525,1.22,0.69,0.01,0.11,-0.06,0.02,1.21261798,0.687630394,0.0099995,0.109939544,-0.060018007
20060526,0.6,-0.12,-0.08,-0.17,0.03,0.02,0.598207168,-0.120072058,-0.080032017,-0.170144664,0.029995501
20060530,-1.65,-0.8,0.13,-0.14,0.17,0.02,-1.663764115,-0.80321717,0.129915573,-0.140098092,0.169855664
20060531,0.94,0.42,0.38,0.21,0.22,0.02,0.935609492,0.419120462,0.379279824,0.209779808,0.219758354
