This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201904 CRSP database.,,,,,,,,,,,
The 1-month TBill return is from Ibbotson and Associates, Inc.,,,,,,,,,,
,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
20060601,1.29,0.75,-0.17,-0.27,0.14,0.018,1.281750371,0.747201484,-0.170144664,-0.270365157,0.139902091
20060602,0.16,-0.01,0.21,0.09,-0.12,0.018,0.159872136,-0.0100005,0.209779808,0.089959524,-0.120072058
20060605,-1.94,-1.19,0.2,-0.16,0.18,0.018,-1.959064977,-1.197137178,0.199800266,-0.160128137,0.179838194
20060606,-0.28,-0.17,-0.1,0.44,0.06,0.018,-0.280392733,-0.170144664,-0.100050033,0.43903483,0.059982007
20060607,-0.57,0,-0.18,-0.36,-0.01,0.018,-0.5716307,0,-0.180162195,-0.360649559,-0.0100005
20060608,0.01,-0.25,0.04,0.41,-0.16,0.018,0.0099995,-0.250313022,0.039992002,0.40916179,-0.160128137
20060609,-0.44,-0.23,-0.05,0.15,0.13,0.018,-0.440970849,-0.230264906,-0.050012504,0.149887612,0.129915573
20060612,-1.48,-1.25,0.27,0.36,-0.01,0.018,-1.491061274,-1.257878221,0.269636155,0.359353551,-0.0100005
20060613,-1.15,-0.46,-0.41,0.28,0.01,0.018,-1.156663637,-0.461061256,-0.410842804,0.27960873,0.0099995
20060614,0.46,0.1,-0.22,0.04,0.24,0.018,0.458945233,0.099950033,-0.220242356,0.039992002,0.23971246
20060615,2.33,1.11,0.27,-0.43,0.03,0.018,2.303269911,1.103884712,0.269636155,-0.430927159,0.029995501
20060616,-0.43,-0.72,0.01,0.2,0.07,0.018,-0.430927159,-0.722604509,0.0099995,0.199800266,0.069975511
20060619,-1.01,-0.79,0.15,-0.33,0.18,0.018,-1.015135106,-0.793137033,0.149887612,-0.330545701,0.179838194
20060620,-0.07,-0.37,0.07,0.03,0.01,0.018,-0.070024511,-0.370686193,0.069975511,0.029995501,0.0099995
20060621,1.11,0.74,-0.17,0.02,-0.12,0.018,1.103884712,0.737275433,-0.170144664,0.019998,-0.120072058
20060622,-0.52,0.22,0.16,0.36,-0.28,0.018,-0.521356705,0.219758354,0.159872136,0.359353551,-0.280392733
20060623,0.03,0.31,0.22,0.16,-0.33,0.018,0.029995501,0.309520491,0.219758354,0.159872136,-0.330545701
20060626,0.5,0.58,0.2,0.02,-0.1,0.018,0.498754151,0.578324476,0.199800266,0.019998,-0.100050033
20060627,-1,-0.68,0.29,0.36,-0.17,0.018,-1.005033585,-0.682322535,0.289580311,0.359353551,-0.170144664
20060628,0.47,-0.35,0.15,0.22,-0.07,0.018,0.468898949,-0.350613933,0.149887612,0.219758354,-0.070024511
20060629,2.29,1.42,-0.25,0,-0.06,0.018,2.264173048,1.410012438,-0.250313022,0,-0.060018007
20060630,-0.02,1.17,0.13,-0.25,0.22,0.018,-0.020002,1.163208423,0.129915573,-0.250313022,0.219758354
20060703,0.72,-0.03,-0.24,0.3,-0.05,0.02,0.717420375,-0.030004501,-0.240288462,0.299550898,-0.050012504
20060705,-0.88,-0.52,0.38,0.15,0.03,0.02,-0.883894867,-0.521356705,0.379279824,0.149887612,0.029995501
20060706,0.23,-0.11,0.02,0.12,0.25,0.02,0.229735905,-0.110060544,0.019998,0.119928058,0.24968802
20060707,-0.8,-0.79,0.72,0.05,0.23,0.02,-0.80321717,-0.793137033,0.717420375,0.049987504,0.229735905
20060710,0.04,-0.21,0.51,0.46,0.2,0.02,0.039992002,-0.210220809,0.508703905,0.458945233,0.199800266
20060711,0.37,0.29,-0.16,-0.17,-0.24,0.02,0.369317184,0.289580311,-0.160128137,-0.170144664,-0.240288462
20060712,-1.21,-0.6,0.35,-0.08,0.07,0.02,-1.217380093,-0.601807233,0.349388925,-0.080032017,0.069975511
20060713,-1.43,-0.56,0.07,0.21,0.01,0.02,-1.440323031,-0.561573879,0.069975511,0.209779808,0.0099995
20060714,-0.6,-0.29,0.15,0.48,-0.12,0.02,-0.601807233,-0.290421315,0.149887612,0.478851673,-0.120072058
20060717,-0.22,-0.5,0.08,-0.27,0.37,0.02,-0.220242356,-0.501254182,0.079968017,-0.270365157,0.369317184
20060718,0.17,0.16,0.3,0.07,0.11,0.02,0.169855664,0.159872136,0.299550898,0.069975511,0.109939544
20060719,1.98,0.96,-0.28,0.23,-0.07,0.02,1.960652964,0.95542128,-0.280392733,0.229735905,-0.070024511
20060720,-1.11,-1.56,0.6,-0.21,0.21,0.02,-1.116206471,-1.572296047,0.598207168,-0.210220809,0.209779808
20060721,-0.89,-0.8,0.33,0.58,0.43,0.02,-0.893984157,-0.80321717,0.329456695,0.578324476,0.429078142
20060724,1.75,0.84,-0.49,0.22,-0.35,0.02,1.734863833,0.836491633,-0.491204436,0.219758354,-0.350613933
20060725,0.69,0.21,0,-0.2,-0.27,0.02,0.687630394,0.209779808,0,-0.200200267,-0.270365157
20060726,-0.13,-0.28,0.47,-0.11,0.23,0.02,-0.130084573,-0.280392733,0.468898949,-0.110060544,0.229735905
20060727,-0.58,-0.71,0.36,-0.23,0.01,0.02,-0.581688532,-0.712532494,0.359353551,-0.230264906,0.0099995
20060728,1.31,0.64,-0.15,0.04,0.12,0.02,1.301493708,0.637960696,-0.150112613,0.039992002,0.119928058
20060731,-0.09,0.27,-0.09,-0.01,-0.22,0.02,-0.090040524,0.269636155,-0.090040524,-0.0100005,-0.220242356
20060801,-0.6,-0.89,0.34,0.22,-0.11,0.018,-0.601807233,-0.893984157,0.339423307,0.219758354,-0.110060544
20060802,0.64,0.27,-0.25,-0.15,-0.1,0.018,0.637960696,0.269636155,-0.250313022,-0.150112613,-0.100050033
20060803,0.27,0.79,-0.46,0.38,0.05,0.018,0.269636155,0.786895838,-0.461061256,0.379279824,0.049987504
20060804,-0.13,-0.45,0.16,0.07,0.01,0.018,-0.130084573,-0.451015548,0.159872136,0.069975511,0.0099995
20060807,-0.35,-0.3,0.1,0.32,-0.17,0.018,-0.350613933,-0.300450902,0.099950033,0.31948909,-0.170144664
20060808,-0.42,-0.76,0.1,0.09,-0.07,0.018,-0.420884477,-0.762902716,0.099950033,0.089959524,-0.070024511
20060809,-0.52,-0.47,-0.01,-0.13,0.6,0.018,-0.521356705,-0.471107973,-0.0100005,-0.130084573,0.598207168
20060810,0.49,0.29,-0.38,0,0.23,0.018,0.488803407,0.289580311,-0.380723834,0,0.229735905
20060811,-0.49,-0.55,0.19,-0.01,0.01,0.018,-0.491204436,-0.551518069,0.189819728,-0.0100005,0.0099995
20060814,0.12,0.17,-0.31,-0.23,0.64,0.018,0.119928058,0.169855664,-0.310481495,-0.230264906,0.637960696
20060815,1.46,0.71,-0.42,-0.38,-0.11,0.018,1.449444615,0.707491367,-0.420884477,-0.380723834,-0.110060544
20060816,0.9,0.54,-0.52,-0.25,-0.08,0.018,0.895974137,0.538547228,-0.521356705,-0.250313022,-0.080032017
20060817,0.18,0.31,-0.18,-0.51,0.18,0.018,0.179838194,0.309520491,-0.180162195,-0.511304939,0.179838194
20060818,0.3,-0.17,-0.12,0.14,-0.06,0.018,0.299550898,-0.170144664,-0.120072058,0.139902091,-0.060018007
20060821,-0.48,-0.46,0.15,0.08,0.16,0.018,-0.4811557,-0.461061256,0.149887612,0.079968017,0.159872136
20060822,0.07,0.27,0.06,-0.06,-0.03,0.018,0.069975511,0.269636155,0.059982007,-0.060018007,-0.030004501
20060823,-0.55,-0.75,0.15,-0.26,0.4,0.018,-0.551518069,-0.752826642,0.149887612,-0.260338587,0.399202127
20060824,0.16,-0.2,0.08,-0.11,0.01,0.018,0.159872136,-0.200200267,0.079968017,-0.110060544,0.0099995
20060825,-0.07,0.19,-0.09,-0.05,0.02,0.018,-0.070024511,0.189819728,-0.090040524,-0.050012504,0.019998
20060828,0.58,0.37,-0.12,-0.14,0.18,0.018,0.578324476,0.369317184,-0.120072058,-0.140098092,0.179838194
20060829,0.33,0.86,-0.12,-0.36,0.32,0.018,0.329456695,0.856323066,-0.120072058,-0.360649559,0.31948909
20060830,0.13,0.67,-0.28,-0.37,0.08,0.018,0.129915573,0.667765475,-0.280392733,-0.370686193,0.079968017
20060831,0.03,0.06,0.23,0.01,-0.05,0.018,0.029995501,0.059982007,0.229735905,0.0099995,-0.050012504
20060901,0.49,-0.26,-0.04,0.23,-0.05,0.02,0.488803407,-0.260338587,-0.040008002,0.229735905,-0.050012504
20060905,0.21,0.53,0.01,0.04,-0.48,0.02,0.209779808,0.528600443,0.0099995,0.039992002,-0.4811557
20060906,-1.13,-0.97,0.46,0.07,0.53,0.02,-1.136433008,-0.974735145,0.458945233,0.069975511,0.528600443
20060907,-0.5,-0.18,0.21,0.06,-0.06,0.02,-0.501254182,-0.180162195,0.209779808,0.059982007,-0.060018007
20060908,0.32,-0.11,-0.12,-0.17,0.41,0.02,0.31948909,-0.110060544,-0.120072058,-0.170144664,0.40916179
20060911,-0.03,-0.2,-0.08,-0.14,0.53,0.02,-0.030004501,-0.200200267,-0.080032017,-0.140098092,0.528600443
20060912,1.18,1.09,-0.32,-0.06,-0.13,0.02,1.173092288,1.084102318,-0.320513095,-0.060018007,-0.130084573
20060913,0.45,0.45,-0.08,0.2,-0.25,0.02,0.448990527,0.448990527,-0.080032017,0.199800266,-0.250313022
20060914,-0.16,-0.25,0.08,-0.14,0.19,0.02,-0.160128137,-0.250313022,0.079968017,-0.140098092,0.189819728
20060915,0.21,-0.02,-0.29,0.23,-0.2,0.02,0.209779808,-0.020002,-0.290421315,0.229735905,-0.200200267
20060918,0.04,-0.01,-0.3,0.29,-0.2,0.02,0.039992002,-0.0100005,-0.300450902,0.289580311,-0.200200267
20060919,-0.29,-0.21,0.19,0.14,0.24,0.02,-0.290421315,-0.210220809,0.189819728,0.139902091,0.23971246
20060920,0.6,0.5,0.01,-0.32,0.31,0.02,0.598207168,0.498754151,0.0099995,-0.320513095,0.309520491
20060921,-0.59,-0.34,0.07,0.35,-0.3,0.02,-0.591747376,-0.340579313,0.069975511,0.349388925,-0.300450902
20060922,-0.41,-0.81,0.51,0.09,0.1,0.02,-0.410842804,-0.813298323,0.508703905,0.089959524,0.099950033
20060925,0.86,0.15,0.09,-0.21,0.2,0.02,0.856323066,0.149887612,0.089959524,-0.210220809,0.199800266
20060926,0.71,-0.36,-0.18,0.41,-0.18,0.02,0.707491367,-0.360649559,-0.180162195,0.40916179,-0.180162195
20060927,0.08,0.39,-0.27,0.19,0.05,0.02,0.079968017,0.389241472,-0.270365157,0.189819728,0.049987504
20060928,0.15,-0.12,-0.19,-0.02,-0.14,0.02,0.149887612,-0.120072058,-0.190180729,-0.020002,-0.140098092
20060929,-0.33,-0.61,0.25,-0.36,-0.04,0.02,-0.330545701,-0.611868101,0.24968802,-0.360649559,-0.040008002
20061002,-0.43,-0.55,0.19,-0.12,0.35,0.018,-0.430927159,-0.551518069,0.189819728,-0.120072058,0.349388925
20061003,0.13,-0.36,0.46,-0.32,0.46,0.018,0.129915573,-0.360649559,0.458945233,-0.320513095,0.458945233
20061004,1.28,0.71,-0.52,0.12,-0.1,0.018,1.271877241,0.707491367,-0.521356705,0.119928058,-0.100050033
20061005,0.43,0.92,-0.37,0.03,-0.25,0.018,0.429078142,0.915793778,-0.370686193,0.029995501,-0.250313022
20061006,-0.31,-0.06,-0.09,-0.08,0.08,0.018,-0.310481495,-0.060018007,-0.090040524,-0.080032017,0.079968017
20061009,0.2,0.44,0.11,-0.11,-0.03,0.018,0.199800266,0.43903483,0.109939544,-0.110060544,-0.030004501
20061010,0.21,0.03,0,0.31,-0.31,0.018,0.209779808,0.029995501,0,0.309520491,-0.310481495
20061011,-0.3,-0.28,0.23,-0.25,0.23,0.018,-0.300450902,-0.280392733,0.229735905,-0.250313022,0.229735905
20061012,1.07,0.94,-0.19,0.02,-0.24,0.018,1.06431601,0.935609492,-0.190180729,0.019998,-0.240288462
20061013,0.22,0.48,-0.06,-0.06,-0.18,0.018,0.219758354,0.478851673,-0.060018007,-0.060018007,-0.180162195
20061016,0.34,0.62,-0.32,0.18,-0.22,0.018,0.339423307,0.618085908,-0.320513095,0.179838194,-0.220242356
20061017,-0.44,-0.18,0.41,-0.13,0.36,0.018,-0.440970849,-0.180162195,0.40916179,-0.130084573,0.359353551
20061018,0.08,-0.33,0.03,0.11,0.21,0.018,0.079968017,-0.330545701,0.029995501,0.109939544,0.209779808
20061019,0.1,0.45,-0.09,0,-0.24,0.018,0.099950033,0.448990527,-0.090040524,0,-0.240288462
20061020,-0.02,-0.72,0.04,0.11,0.19,0.018,-0.020002,-0.722604509,0.039992002,0.109939544,0.189819728
20061023,0.56,-0.47,-0.19,0.06,-0.1,0.018,0.558437829,-0.471107973,-0.190180729,0.059982007,-0.100050033
20061024,0.01,-0.15,0.22,0.38,-0.51,0.018,0.0099995,-0.150112613,0.219758354,0.379279824,-0.511304939
20061025,0.32,0.24,-0.09,0.23,-0.11,0.018,0.31948909,0.23971246,-0.090040524,0.229735905,-0.110060544
20061026,0.63,0.43,0.2,-0.4,0.09,0.018,0.628023796,0.429078142,0.199800266,-0.40080214,0.089959524
20061027,-0.88,-0.32,0.12,-0.02,0.29,0.018,-0.883894867,-0.320513095,0.119928058,-0.020002,0.289580311
20061030,0.07,0.39,-0.01,-0.22,0.38,0.018,0.069975511,0.389241472,-0.0100005,-0.220242356,0.379279824
20061031,-0.07,-0.35,-0.11,-0.04,-0.15,0.018,-0.070024511,-0.350613933,-0.110060544,-0.040008002,-0.150112613
20061101,-0.87,-0.95,0.27,0.31,0.51,0.02,-0.873806594,-0.954541284,0.269636155,0.309520491,0.508703905
20061102,-0.05,-0.22,0.05,-0.12,-0.17,0.02,-0.050012504,-0.220242356,0.049987504,-0.120072058,-0.170144664
20061103,-0.12,0.57,-0.14,-0.02,-0.16,0.02,-0.120072058,0.568381647,-0.140098092,-0.020002,-0.160128137
20061106,1.16,0.23,-0.11,-0.05,-0.03,0.02,1.153323581,0.229735905,-0.110060544,-0.050012504,-0.030004501
20061107,0.23,0.02,-0.3,-0.31,0.09,0.02,0.229735905,0.019998,-0.300450902,-0.310481495,0.089959524
20061108,0.29,0.35,0.33,-0.13,0,0.02,0.289580311,0.349388925,0.329456695,-0.130084573,0
20061109,-0.58,-0.39,0.33,0.23,0.1,0.02,-0.581688532,-0.390762483,0.329456695,0.229735905,0.099950033
20061110,0.26,0.66,-0.03,-0.2,-0.08,0.02,0.259662585,0.657831536,-0.030004501,-0.200200267,-0.080032017
20061113,0.27,0.14,0.02,-0.3,0.01,0.02,0.269636155,0.139902091,0.019998,-0.300450902,0.0099995
20061114,0.71,0.87,-0.23,0.16,-0.15,0.02,0.707491367,0.866237308,-0.230264906,0.159872136,-0.150112613
20061115,0.35,0.54,-0.41,0.09,-0.11,0.02,0.349388925,0.538547228,-0.410842804,0.089959524,-0.110060544
20061116,0.16,-0.33,0.11,-0.26,0.52,0.02,0.159872136,-0.330545701,0.109939544,-0.260338587,0.518652669
20061117,0.03,-0.35,-0.12,0.15,-0.09,0.02,0.029995501,-0.350613933,-0.120072058,0.149887612,-0.090040524
20061120,-0.06,0.23,0.05,0.05,-0.05,0.02,-0.060018007,0.229735905,0.049987504,0.049987504,-0.050012504
20061121,0.14,0.02,-0.08,0.16,-0.5,0.02,0.139902091,0.019998,-0.080032017,0.159872136,-0.501254182
20061122,0.28,-0.15,-0.25,-0.07,-0.01,0.02,0.27960873,-0.150112613,-0.250313022,-0.070024511,-0.0100005
20061124,-0.32,0.26,0.09,-0.02,-0.11,0.02,-0.320513095,0.259662585,0.089959524,-0.020002,-0.110060544
20061127,-1.53,-0.95,0.32,0.26,0.06,0.02,-1.541825273,-0.954541284,0.31948909,0.259662585,0.059982007
20061128,0.3,-0.01,-0.04,0.28,-0.16,0.02,0.299550898,-0.0100005,-0.040008002,0.27960873,-0.160128137
20061129,0.95,0.19,-0.04,0.21,-0.4,0.02,0.945515877,0.189819728,-0.040008002,0.209779808,-0.40080214
20061130,0.11,0.12,0.21,-0.3,-0.14,0.02,0.109939544,0.119928058,0.209779808,-0.300450902,-0.140098092
20061201,-0.3,-0.3,0.11,0.1,-0.03,0.02,-0.300450902,-0.300450902,0.109939544,0.099950033,-0.030004501
20061204,0.99,0.83,-0.16,0.02,0,0.02,0.985131605,0.826574442,-0.160128137,0.019998,0
20061205,0.41,-0.16,0.24,-0.04,-0.12,0.02,0.40916179,-0.160128137,0.23971246,-0.040008002,-0.120072058
20061206,-0.1,-0.06,0.24,-0.13,-0.06,0.02,-0.100050033,-0.060018007,0.23971246,-0.130084573,-0.060018007
20061207,-0.41,0,0.08,-0.03,0.21,0.02,-0.410842804,0,0.079968017,-0.030004501,0.209779808
20061208,0.14,-0.16,0.01,-0.17,0.2,0.02,0.139902091,-0.160128137,0.0099995,-0.170144664,0.199800266
20061211,0.18,-0.24,0.65,-0.14,0.04,0.02,0.179838194,-0.240288462,0.64789661,-0.140098092,0.039992002
20061212,-0.2,-0.47,0.45,-0.1,0.21,0.02,-0.200200267,-0.471107973,0.448990527,-0.100050033,0.209779808
20061213,0.09,-0.03,0.17,0.24,-0.02,0.02,0.089959524,-0.030004501,0.169855664,0.23971246,-0.020002
20061214,0.8,-0.13,-0.12,0.2,0.29,0.02,0.796816965,-0.130084573,-0.120072058,0.199800266,0.289580311
20061215,0.07,-0.32,0.4,-0.36,0.31,0.02,0.069975511,-0.320513095,0.399202127,-0.360649559,0.309520491
20061218,-0.46,-0.95,0.17,-0.31,0.42,0.02,-0.461061256,-0.954541284,0.169855664,-0.310481495,0.419120462
20061219,0.16,-0.12,0.04,0.11,0.05,0.02,0.159872136,-0.120072058,0.039992002,0.109939544,0.049987504
20061220,-0.12,0.56,0.08,-0.17,0.22,0.02,-0.120072058,0.558437829,0.079968017,-0.170144664,0.219758354
20061221,-0.38,0.05,0.35,-0.1,0.16,0.02,-0.380723834,0.049987504,0.349388925,-0.100050033,0.159872136
20061222,-0.48,0.3,0.09,-0.06,0.11,0.02,-0.4811557,0.299550898,0.089959524,-0.060018007,0.109939544
20061226,0.44,0.37,0.37,0.03,0.25,0.02,0.43903483,0.369317184,0.369317184,0.029995501,0.24968802
20061227,0.74,0.52,-0.04,0.21,-0.08,0.02,0.737275433,0.518652669,-0.040008002,0.209779808,-0.080032017
20061228,-0.18,-0.17,-0.01,0.09,-0.11,0.02,-0.180162195,-0.170144664,-0.0100005,0.089959524,-0.110060544
20061229,-0.51,-0.29,-0.02,-0.15,-0.07,0.02,-0.511304939,-0.290421315,-0.020002,-0.150112613,-0.070024511
20070103,-0.04,0,0.14,-0.09,0.85,0.022,-0.040008002,0,0.139902091,-0.090040524,0.846407841
20070104,0.16,0.13,-0.51,-0.25,0.03,0.022,0.159872136,0.129915573,-0.511304939,-0.250313022,0.029995501
20070105,-0.73,-0.93,-0.33,0.12,-0.19,0.022,-0.732677539,-0.9343515,-0.330545701,0.119928058,-0.190180729
20070108,0.24,-0.05,0.08,0.04,0.02,0.022,0.23971246,-0.050012504,0.079968017,0.039992002,0.019998
20070109,0,0.21,-0.2,0.15,0.25,0.022,0,0.209779808,-0.200200267,0.149887612,0.24968802
20070110,0.23,-0.14,-0.17,-0.45,-0.05,0.022,0.229735905,-0.140098092,-0.170144664,-0.451015548,-0.050012504
20070111,0.74,0.46,-0.29,-0.02,0.33,0.022,0.737275433,0.458945233,-0.290421315,-0.020002,0.329456695
20070112,0.5,0.22,-0.28,0.18,-0.15,0.022,0.498754151,0.219758354,-0.280392733,0.179838194,-0.150112613
20070116,0,-0.3,0.06,-0.22,0.21,0.022,0,-0.300450902,0.059982007,-0.220242356,0.209779808
20070117,-0.14,-0.17,-0.05,0.27,-0.21,0.022,-0.140098092,-0.170144664,-0.050012504,0.269636155,-0.210220809
20070118,-0.48,-0.94,0.53,0.37,0.45,0.022,-0.4811557,-0.944445883,0.528600443,0.369317184,0.448990527
20070119,0.33,0.44,0.07,0.09,-0.4,0.022,0.329456695,0.43903483,0.069975511,0.089959524,-0.40080214
20070122,-0.55,-0.38,0.34,0.08,0.18,0.022,-0.551518069,-0.380723834,0.339423307,0.079968017,0.179838194
20070123,0.37,0.65,0.07,0.29,-0.41,0.022,0.369317184,0.64789661,0.069975511,0.289580311,-0.410842804
20070124,0.84,0.18,-0.05,-0.16,-0.4,0.022,0.836491633,0.179838194,-0.050012504,-0.160128137,-0.40080214
20070125,-1.15,-0.07,-0.1,-0.19,0.06,0.022,-1.156663637,-0.070024511,-0.100050033,-0.190180729,0.059982007
20070126,-0.06,0.57,0.1,0.12,-0.06,0.022,-0.060018007,0.568381647,0.099950033,0.119928058,-0.060018007
20070129,0.02,0.6,0.23,-0.14,0.15,0.022,0.019998,0.598207168,0.229735905,-0.140098092,0.149887612
20070130,0.52,0.04,0.22,-0.19,-0.26,0.022,0.518652669,0.039992002,0.219758354,-0.190180729,-0.260338587
20070131,0.64,-0.41,0.03,0.17,-0.15,0.022,0.637960696,-0.410842804,0.029995501,0.169855664,-0.150112613
20070201,0.59,0.36,-0.24,0.19,-0.12,0.02,0.588266316,0.359353551,-0.240288462,0.189819728,-0.120072058
20070202,0.15,0.12,0.27,0,-0.12,0.02,0.149887612,0.119928058,0.269636155,0,-0.120072058
20070205,-0.12,-0.24,0.13,-0.13,0.03,0.02,-0.120072058,-0.240288462,0.129915573,-0.130084573,0.029995501
20070206,0.1,0.29,0.19,-0.13,-0.04,0.02,0.099950033,0.289580311,0.189819728,-0.130084573,-0.040008002
20070207,0.21,0.38,-0.01,-0.42,0.11,0.02,0.209779808,0.379279824,-0.0100005,-0.420884477,0.109939544
20070208,-0.1,0.21,-0.21,-0.14,-0.19,0.02,-0.100050033,0.209779808,-0.210220809,-0.140098092,-0.190180729
20070209,-0.76,-0.29,0.15,0.03,0.19,0.02,-0.762902716,-0.290421315,0.149887612,0.029995501,0.189819728
20070212,-0.35,0.22,0.09,0.04,0.22,0.02,-0.350613933,0.219758354,0.089959524,0.039992002,0.219758354
20070213,0.72,-0.08,0.33,0.03,-0.06,0.02,0.717420375,-0.080032017,0.329456695,0.029995501,-0.060018007
20070214,0.73,-0.52,-0.17,-0.08,-0.06,0.02,0.727348397,-0.521356705,-0.170144664,-0.080032017,-0.060018007
20070215,0.11,0.09,-0.37,0.1,-0.05,0.02,0.109939544,0.089959524,-0.370686193,0.099950033,-0.050012504
20070216,0,0.33,0.07,-0.14,-0.39,0.02,0,0.329456695,0.069975511,-0.140098092,-0.390762483
20070220,0.42,0.6,-0.18,-0.06,-0.12,0.02,0.419120462,0.598207168,-0.180162195,-0.060018007,-0.120072058
20070221,-0.09,0.31,-0.21,0.19,-0.05,0.02,-0.090040524,0.309520491,-0.210220809,0.189819728,-0.050012504
20070222,-0.06,0.36,-0.12,-0.04,-0.18,0.02,-0.060018007,0.359353551,-0.120072058,-0.040008002,-0.180162195
20070223,-0.31,0.13,-0.26,0.07,-0.08,0.02,-0.310481495,0.129915573,-0.260338587,0.069975511,-0.080032017
20070226,-0.19,-0.13,0.09,0.17,0.04,0.02,-0.190180729,-0.130084573,0.089959524,0.169855664,0.039992002
20070227,-3.43,-0.17,0.03,0.02,0.21,0.02,-3.490205201,-0.170144664,0.029995501,0.019998,0.209779808
20070228,0.47,-0.5,0.35,-0.17,-0.12,0.02,0.468898949,-0.501254182,0.349388925,-0.170144664,-0.120072058
20070301,-0.25,-0.04,0.19,0.19,0.07,0.019,-0.250313022,-0.040008002,0.189819728,0.189819728,0.069975511
20070302,-1.24,-0.64,0.23,-0.18,0,0.019,-1.247752151,-0.64205678,0.229735905,-0.180162195,0
20070305,-1.11,-0.76,-0.28,-0.03,0.37,0.019,-1.116206471,-0.762902716,-0.280392733,-0.030004501,0.369317184
20070306,1.58,0.68,0,0.12,-0.18,0.019,1.567647939,0.677698428,0,0.119928058,-0.180162195
20070307,-0.21,-0.03,-0.01,0.23,-0.19,0.019,-0.210220809,-0.030004501,-0.0100005,0.229735905,-0.190180729
20070308,0.68,-0.07,0.11,0.03,-0.03,0.019,0.677698428,-0.070024511,0.109939544,0.029995501,-0.030004501
20070309,0.09,0.3,0.14,-0.02,0.06,0.019,0.089959524,0.299550898,0.139902091,-0.020002,0.059982007
20070312,0.28,0.24,-0.12,-0.24,0.2,0.019,0.27960873,0.23971246,-0.120072058,-0.240288462,0.199800266
20070313,-2.03,-0.32,-0.12,-0.24,0.05,0.019,-2.050887663,-0.320513095,-0.120072058,-0.240288462,0.049987504
20070314,0.57,0.09,-0.09,0.37,-0.32,0.019,0.568381647,0.089959524,-0.090040524,0.369317184,-0.320513095
20070315,0.44,0.49,0.13,0.06,-0.03,0.019,0.43903483,0.488803407,0.129915573,0.059982007,-0.030004501
20070316,-0.42,-0.14,-0.17,-0.14,-0.02,0.019,-0.420884477,-0.140098092,-0.170144664,-0.140098092,-0.020002
20070319,1.08,-0.09,0.02,0.07,-0.04,0.019,1.074209653,-0.090040524,0.019998,0.069975511,-0.040008002
20070320,0.67,0.08,0.14,0.14,-0.11,0.019,0.667765475,0.079968017,0.139902091,0.139902091,-0.110060544
20070321,1.64,-0.13,-0.1,0.07,-0.22,0.019,1.626697246,-0.130084573,-0.100050033,0.069975511,-0.220242356
20070322,-0.02,0.19,-0.31,0.16,-0.35,0.019,-0.020002,0.189819728,-0.310481495,0.159872136,-0.350613933
20070323,0.08,0.13,0.04,-0.03,-0.06,0.019,0.079968017,0.129915573,0.039992002,-0.030004501,-0.060018007
20070326,0.06,-0.07,-0.08,-0.04,-0.06,0.019,0.059982007,-0.070024511,-0.080032017,-0.040008002,-0.060018007
20070327,-0.61,-0.17,-0.02,-0.14,-0.19,0.019,-0.611868101,-0.170144664,-0.020002,-0.140098092,-0.190180729
20070328,-0.74,0.2,-0.04,-0.06,0.22,0.019,-0.742751583,0.199800266,-0.040008002,-0.060018007,0.219758354
20070329,0.29,-0.13,0.17,0.33,0.03,0.019,0.289580311,-0.130084573,0.169855664,0.329456695,0.029995501
20070330,-0.07,0.27,-0.05,-0.36,0.2,0.019,-0.070024511,0.269636155,-0.050012504,-0.360649559,0.199800266
20070402,0.22,0.05,-0.11,0.06,0,0.022,0.219758354,0.049987504,-0.110060544,0.059982007,0
20070403,0.93,0.01,-0.12,-0.15,-0.08,0.022,0.925702126,0.0099995,-0.120072058,-0.150112613,-0.080032017
20070404,0.09,-0.18,-0.25,0.07,0.22,0.022,0.089959524,-0.180162195,-0.250313022,0.069975511,0.219758354
20070405,0.31,0.01,-0.08,-0.17,0.12,0.022,0.309520491,0.0099995,-0.080032017,-0.170144664,0.119928058
20070409,0.05,-0.2,0.07,0.01,0.16,0.022,0.049987504,-0.200200267,0.069975511,0.0099995,0.159872136
20070410,0.22,0.09,0.02,0.02,-0.13,0.022,0.219758354,0.089959524,0.019998,0.019998,-0.130084573
20070411,-0.64,-0.07,0.12,-0.12,0.01,0.022,-0.64205678,-0.070024511,0.119928058,-0.120072058,0.0099995
20070412,0.61,0.25,-0.19,-0.02,0.03,0.022,0.608147032,0.24968802,-0.190180729,-0.020002,0.029995501
20070413,0.34,0.23,-0.08,-0.08,0.18,0.022,0.339423307,0.229735905,-0.080032017,-0.080032017,0.179838194
20070416,1.06,0.32,0.11,0.26,-0.19,0.022,1.054421388,0.31948909,0.109939544,0.259662585,-0.190180729
